subject_id,motion_type,damping_level,trial_index,cycle_index,completion_percentage,cycle_number,ch1_rms_min,ch1_rms_min_pct_change,ch2_rms_min,ch2_rms_min_pct_change,ch1_rms_max,ch1_rms_max_pct_change,ch2_rms_max,ch2_rms_max_pct_change,ch1_total_power_min,ch1_total_power_min_pct_change,ch2_total_power_min,ch2_total_power_min_pct_change,ch1_total_power_max,ch1_total_power_max_pct_change,ch2_total_power_max,ch2_total_power_max_pct_change,ch1_mean_power_freq_min,ch1_mean_power_freq_min_pct_change,ch2_mean_power_freq_min,ch2_mean_power_freq_min_pct_change,ch1_mean_power_freq_max,ch1_mean_power_freq_max_pct_change,ch2_mean_power_freq_max,ch2_mean_power_freq_max_pct_change,ch1_median_power_freq_min,ch1_median_power_freq_min_pct_change,ch2_median_power_freq_min,ch2_median_power_freq_min_pct_change,ch1_median_power_freq_max,ch1_median_power_freq_max_pct_change,ch2_median_power_freq_max,ch2_median_power_freq_max_pct_change
1,1,2,8,0,0.0,0,0.030664381445123803,0.0,0.026747113471060843,0.0,0.07940125013638247,0.0,0.08288991095167209,0.0,0.00023517143625572125,0.0,0.00018841942913766095,0.0,0.0016834686345073425,0.0,0.001905016084992052,0.0,57.444957294243785,0.0,70.95526345274072,0.0,67.86603444693249,0.0,88.70301190298247,0.0,46.875,0.0,50.78125,0.0,62.5,0.0,78.125,0.0
1,1,2,8,1,3.571428571428571,1,0.03354936572540824,9.408258521200988,0.028512463154920533,6.600150277037252,0.08921102635412734,12.354687364361698,0.08435681370845509,1.7697000032226633,0.00030372005930391963,29.148362632636992,0.00022879984955420004,21.431134040341867,0.0019416350508827838,15.335386183241376,0.0019083321169788578,0.1740684508088849,57.91045323230644,0.8103338569446492,73.17449576172136,3.1276500163497265,69.72954121040358,2.7458606925504885,89.55000876871048,0.9548682142320103,42.96875,-8.333333333333332,58.59375,15.384615384615385,66.40625,6.25,82.03125,5.0
1,1,2,8,2,7.142857142857142,2,0.03623210680204815,18.15697918736175,0.03262466894060605,21.974541200135302,0.09118778485374504,14.84426844302526,0.09322440394377028,12.467733254199768,0.0003520257268968338,49.688981154176936,0.0002835166081700047,50.47100475124827,0.002136526782975974,26.91218233485036,0.002324347666306255,22.011970639919948,59.780392672549766,4.065518521222751,69.55460056983111,-1.974008431161018,67.68538292514489,-0.2661884155451208,81.32678708750733,-8.315641889976376,54.6875,16.666666666666664,58.59375,15.384615384615385,66.40625,6.25,74.21875,-5.0
1,1,2,8,3,10.714285714285714,3,0.0323798134983125,5.594217043831759,0.02669492020185421,-0.19513608174243702,0.08244237036567809,3.8300659297833226,0.08994627556409095,8.512935448239274,0.00028932878091899645,23.028878645102747,0.00019009968754249372,0.8917649376833395,0.0017594713439592663,4.514649568993339,0.0023322363266485287,22.426070048550745,57.207306747809646,-0.41370131971175256,72.82949598076152,2.6414284674865844,65.02408367926485,-4.18758925702354,86.52269576019188,-2.457995614822273,42.96875,-8.333333333333332,62.5,23.076923076923077,62.5,0.0,78.125,0.0
1,1,2,8,4,14.285714285714285,4,0.03718243609616306,21.256110000796212,0.030309827414553323,13.319994127019259,0.12575936387374403,58.38461442072409,0.11275354836201602,36.02807273825587,0.0003491488612486426,48.46567542708898,0.00024157102877492295,28.20919258726177,0.003910782107007126,132.30501755986646,0.003251901747513357,70.70206247245015,56.926871640901986,-0.9018818669984697,69.10472866608877,-2.6080303230562802,64.44112733467111,-5.0465702617993236,86.52131656737808,-2.459550458095587,46.875,0.0,50.78125,0.0,58.59375,-6.25,78.125,0.0
1,1,2,8,5,17.857142857142858,5,0.04888947482741268,59.4340812479914,0.033452496534246166,25.069557769066343,0.1419278648449667,78.74764515821381,0.11512324456472915,38.88692030547639,0.0004768900884827177,102.78401836358897,0.00030880344395311447,63.891508092565054,0.00515811139278542,206.3978316587354,0.003578083230472934,87.82430545660522,55.567720204680484,-3.267888389137002,70.07531499084428,-1.2401454368251776,60.60012186773082,-10.706257759738728,81.50435751923952,-8.115456543478325,42.96875,-8.333333333333332,58.59375,15.384615384615385,58.59375,-6.25,74.21875,-5.0
1,1,2,8,6,21.428571428571427,6,0.03930719204532425,28.185178349895622,0.032288124927637864,20.71629696629561,0.13547153825360733,70.61637949140159,0.11631849386438331,40.328892296918184,0.0004187433946507431,78.05878184772787,0.0002816385673761893,49.474270602115865,0.005503418195489683,226.9094584052186,0.003952165705449167,107.46101497960083,51.08641134324321,-11.068936683912765,66.33834381960473,-6.506803594931419,61.18028921920141,-9.851386311600335,81.58512600396362,-8.024401591688815,39.0625,-16.666666666666664,62.5,23.076923076923077,54.6875,-12.5,74.21875,-5.0
1,1,2,8,7,25.0,7,0.033894305651463154,10.533146452406159,0.027058790400789717,1.1652731427116212,0.12260934377301082,54.4173971598842,0.1109548537683978,33.85809261284962,0.00033688804324893165,43.25210944521577,0.00021396800696209606,13.559417912135313,0.004092396279009268,143.0931111589664,0.003042982451215894,59.73526287724703,50.760376149197384,-11.636497718688744,67.3988215893789,-5.012231214856344,57.30003357166724,-15.568908602619588,81.94053110470335,-7.623733008835678,39.0625,-16.666666666666664,50.78125,0.0,54.6875,-12.5,78.125,0.0
1,1,2,8,8,28.57142857142857,8,0.04196056128709236,36.83811415594314,0.029557592151621282,10.507596206974817,0.1013659380161657,27.66289931462777,0.11082274910142706,33.69871897442484,0.0004145605786519607,76.28015768087367,0.00023251610733105867,23.403466614464836,0.0025978386655188357,54.31464609847503,0.003070209979720953,61.16451739743513,53.98355599521888,-6.025596435375456,69.6456309131095,-1.8457158439042312,60.51122472356361,-10.837246913431988,83.03463879588355,-6.390282568193524,39.0625,-16.666666666666664,58.59375,15.384615384615385,62.5,0.0,74.21875,-5.0
1,1,2,8,9,32.142857142857146,9,0.03972872624097732,29.559848817021916,0.02887244033989768,7.946004607698483,0.12075386136710761,52.0805543485731,0.1013442850336566,22.2637156562324,0.0003640057923594157,54.783165062445015,0.00021922015299796454,16.346893736632804,0.003432256226565518,103.88002224763446,0.002782613136147985,46.067697699234614,50.5686808383857,-11.970200309552869,60.583464688388595,-14.617377569544498,57.96830525444277,-14.584216203510758,73.18482436957939,-17.49454409775381,39.0625,-16.666666666666664,46.875,-7.6923076923076925,54.6875,-12.5,70.3125,-10.0
